index,original sentence,Compound Concentration,Incubation Time,Presence of NADPH/NADP,Enzyme Source,Temperature Range,Analytical Technique,Species,Route of Administration,Type of Microsomes,Protein Amount or Microsomal Protein Concentration,Liver_microsomes_clearance experiment
0,Clearance in human after iv administration,none,none,none,none,none,none,human,iv,none,none,False
1,Intrinsic clearance in human liver microsomes,none,none,none,liver,none,none,human,none,liver microsomes,none,True
2,Intrinsic clearance in mouse liver microsomes,none,none,none,liver,none,none,mouse,none,liver microsomes,none,True
3,Metabolic stability in human liver microsomes assessed as intrinsic clearance,none,none,none,liver,none,none,human,none,liver microsomes,none,True
4,Intrinsic clearance in rat liver microsomes,none,none,none,liver,none,none,rat,none,liver microsomes,none,True
0,Clearance in human liver microsomes,none,none,none,liver,none,none,human,none,liver microsomes,none,True
1,Intrinsic clearance in human microsomes,none,none,none,none,none,none,human,none,microsomes,none,True
2,DNDI: in vitro intrinsic clearance in mouse liver microsomes at a concentration of 1uM,1uM,none,none,liver,none,none,mouse,none,liver microsomes,none,True
3,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,none,none,none,liver,none,none,mouse,none,liver microsomes,none,True
4,DNDI: Metabolism,none,none,none,none,none,none,none,none,none,none,False
0,Clearance in rat liver microsomes,none,none,none,liver,none,none,rat,none,liver microsomes,none,True
1,"Clearance in rat at 1 mg/kg, iv",1 mg/kg,none,none,none,none,none,rat,iv,none,none,False
2,Clearance in rat after iv administration,none,none,none,none,none,none,rat,iv,none,none,False
3,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance at 0.5 uM incubated for 30 mins by LC-MS/MS analysis,0.5 uM,30 mins,none,liver,none,LC-MS/MS,mouse,none,liver microsomes,none,True
4,Clearance in mouse liver microsomes,none,none,none,liver,none,none,mouse,none,liver microsomes,none,True
0,Plasma clearance in rat,none,none,none,none,none,none,rat,none,none,none,False
1,Metabolic stability in human liver microsomes assessed as intrinsic clearance at 0.5 uM incubated for 30 mins by LC-MS/MS analysis,0.5 uM,30 mins,none,liver,none,LC-MS/MS,human,none,liver microsomes,none,True
2,Intrinsic clearance in rat microsomes,none,none,none,none,none,none,rat,none,microsomes,none,True
3,Metabolic stability in rat liver microsomes assessed as intrinsic clearance,none,none,none,liver,none,none,rat,none,liver microsomes,none,True
4,Intrinsic clearance in CD1 mouse liver microsomes at 5 uM incubated upto 30 mins in presence of NADPH by UPLC-UV analysis,5 uM,up to 30 mins,NADPH,liver,none,UPLC-UV,CD1 mouse,none,liver microsomes,none,True
