index,original sentence,Compound Concentration,Incubation Time,Presence of NADPH/NADP,Enzyme Source,Temperature Range,Analytical Technique,Species,Route of Administration,Type of Microsomes,Protein Amount or Microsomal Protein Concentration,Liver_microsomes_clearance experiment
0,"Clearance in CD-1 mouse at 1 mg/kg, iv by LC-MS/MS analysis",1 mg/kg,none,iv,mouse,none,LC-MS/MS,CD-1 mouse,iv,none,none,True
1,Unbound clearance in rat at 1 mg/kg,1 mg/kg,none,unbound,rat,none,none,rat,iv,none,none,True
2,Metabolic stability in rat liver microsomes assessed as apparent intrinsic clearance,none,none,apparent intrinsic clearance,rat liver microsomes,none,none,rat,none,liver microsomes,none,True
3,Intrinsic clearance in human liver microsomes in presence of NADPH by LC-MS/MS analysis,1 uM,none,NADPH,human liver microsomes,none,LC-MS/MS,human,none,liver microsomes,none,True
4,"Plasma clearance in rat at 1 mg/kg, iv",1 mg/kg,none,iv,rat plasma,none,none,rat,iv,plasma,none,True
0,Intrinsic clearance in mouse liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition and measured up to 45 mins by LC/MS analysis,10 uM,up to 45 mins,NADPH,mouse liver microsomes,none,LC/MS,mouse,none,liver microsomes,per mg of protein,True
1,Intrinsic clearance in human liver microsomes at 1 uM incubated for 60 mins,1 uM,for 60 mins,none,human liver microsomes,none,none,human,none,liver microsomes,none,True
2,Metabolic stability in rat hepatocytes assessed as intrinsic clearance,none,none,intrinsic clearance,rat hepatocytes,none,none,rat,none,hepatocytes,none,True
3,Intrinsic clearance in mouse plasma in presence of NADPH by liquid chromatographic method,none,none,NADPH,mouse plasma,none,liquid chromatographic method,mouse,none,plasma,none,True
4,Intrinsic clearance unbound in human liver microsomes at 1 uM incubated for 4 hrs by LC-MS/MS analysis,1 uM,for 4 hrs,unbound,human liver microsomes,none,LC-MS/MS,human,iv,liver microsomes,unbound,True
0,"Total clearance in Sprague-Dawley rat at 1 mg/kg, iv or po measured after 0.033 to 24 hrs by LC/MS/MS analysis",1 mg/kg,0.033 to 24 hrs,iv or po,rat plasma,none,LC/MS/MS,Sprague-Dawley rat,iv or po,plasma,none,True
1,Clearance in BALB/c mouse plasma,none,none,none,BALB/c mouse plasma,none,none,BALB/c mouse,none,plasma,none,True
2,Intrinsic clearance in rat liver microsomes at 1 uM incubated for 60 mins,1 uM,for 60 mins,none,rat liver microsomes,none,none,rat,none,liver microsomes,none,True
3,Intrinsic clearance in human liver cytosol,none,none,none,human liver cytosol,none,none,human,none,liver cytosol,none,True
4,Metabolic stability in mouse liver microsomes scaled assessed as intrinsic clearance by LC-MS/MS analysis,none,none,scaled,mouse liver microsomes,none,LC-MS/MS,mouse,none,liver microsomes,none,True
0,Metabolic stability in rat liver microsomes assessed as total intrinsic clearance at 1 uM,1 uM,none,total intrinsic clearance,rat liver microsomes,none,none,rat,none,liver microsomes,none,True
1,Intrinsic clearance in human liver microsomes at 3 uM measured up to 50 mins by LC-MS analysis,3 uM,up to 50 mins,none,human liver microsomes,none,LC-MS,human,none,liver microsomes,none,True
2,Clearance in ICR mouse liver microsomes at 1 uM measured up to 45 mins in presence of NADPH by LC-MS/MS analysis,1 uM,up to 45 mins,NADPH,ICR mouse liver microsomes,none,LC-MS/MS,ICR mouse,iv,liver microsomes,per mg protein,True
3,Metabolic stability in rat liver microsomes assessed as intrinsic clearance measured up to 90mins by HPLC/MS/MS analysis,none,up to 90 mins,intrinsic clearance,rat liver microsomes,none,HPLC/MS/MS,rat,none,liver microsomes,none,True
4,"Unbound clearance in Wistar rat at 10 mg/kg, iv measured up to 24 hrs by LC/MS/MS analysis",10 mg/kg,up to 24 hrs,iv,Wistar rat plasma,none,LC/MS/MS,Wistar rat,iv,plasma,none,True
