index,original sentence,Compound Concentration,Incubation Time,Presence of NADPH/NADP,Enzyme Source,Temperature Range,Analytical Technique,Species,Route of Administration,Type of Microsomes,Protein Amount or Microsomal Protein Concentration,Liver_microsomes_clearance experiment
0,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,none,"10 mins incubation, measured up to 60 mins",NADPH,liver microsomes,none,LC-MS/MS,human,none,liver microsomes,none,True
1,Metabolic stability in human liver microsomes assessed as clearance at 1 uM measured up to 60 mins in presence of NADPH by measuring protein,1 uM,up to 60 mins,NADPH,liver microsomes,none,measuring protein,human,none,liver microsomes,per mg of protein,True
2,Intrinsic clearance in mouse liver microsomes in presence of phase 1 and 2 cofactor,none,none,phase 1 and 2 cofactor,liver microsomes,none,LC-MS/MS,mouse,none,liver microsomes,assessed per mg protein,True
3,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,1 uM,up to 60 mins,NADPH,liver microsomes,none,LC-MS/MS,mouse,none,liver microsomes,unbound intrinsic clearance,True
4,Intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,1 uM,up to 60 mins,NADPH,liver microsomes,none,LC-MS,mouse,none,liver microsomes,none,True
0,Intrinsic clearance in human liver microsome up to 30 mins by LC-MS analysis,none,up to 30 mins,NADPH,liver microsome,none,LC-MS,human,none,liver microsomes,none,True
1,Clearance in human microsomes assessed per mg of protein,none,none,per mg protein,human microsomes,none,assessed,human,none,human microsomes,per mg of protein,True
2,Intrinsic clearance in human liver microsomes at 1 uM after 45 mins in presence of NADPH by LC-MS/MS analysis,1 uM,after 45 mins,NADPH,liver microsomes,none,LC-MS/MS,human,none,liver microsomes,none,True
3,Metabolic stability in human liver microsomes assessed as intrinsic clearance incubated for 60 mins by LC-MS/MS analysis,none,60 mins incubation,NADPH,liver microsomes,none,LC-MS/MS,human,none,liver microsomes,none,True
4,"Clearance in Sprague-Dawley rat at 5 mg/kg, iv measured up to 24 hrs by LC-MS/MS analysis",5 mg/kg,up to 24 hrs,none,plasma,none,LC-MS/MS,Sprague-Dawley rat,iv,none,none,True
0,Hepatic clearance in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC/MS/MS analysis,1 uM,after 45 mins,NADPH,liver microsomes,none,LC/MS/MS,human,none,liver microsomes,none,True
1,Intrinsic clearance in mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured up to 60 mins by LC-MS analysis,1 uM,up to 60 mins,NADPH,liver microsomes,none,LC-MS,mouse,none,liver microsomes,assessed per mg protein,True
2,Metabolic stability in human liver microsomes assessed as intrinsic clearance measured for 75 to 130 mins by LC-MS/MS analysis,none,75 to 130 mins,none,liver microsomes,none,LC-MS/MS,human,none,liver microsomes,none,True
3,"Clearance in Wistar rat at 1 mg/kg, iv",1 mg/kg,none,none,none,none,none,Wistar rat,iv,none,none,True
4,Hepatic clearance in human,none,none,none,none,none,none,human,none,liver microsomes,none,True
0,"Clearance in Sprague-Dawley rat at 1 mg/kg, iv by HPLC analysis",1 mg/kg,none,NADPH,none,none,HPLC,Sprague-Dawley rat,iv,liver microsomes,none,True
1,Intrinsic clearance in CD1 mouse liver microsomes measured up to 4 hrs by UPLC-MS analysis,none,up to 4 hrs,none,liver microsomes,none,UPLC-MS,CD1 mouse,none,liver microsomes,none,True
2,Intrinsic clearance in rat liver microsomes at 0.2 uM incubated up to 45 mins by LC/MS-MS analysis,0.2 uM,up to 45 mins,NADPH,liver microsomes,none,LC/MS-MS,rat,iv,liver microsomes,per protein,True
3,"Blood clearance in fasted cannulated rat 5 mg/kg, po or 1 mg/kg, iv after 0.083 to 8 hrs by LC-MS/MS analysis","5 mg/kg, po or 1 mg/kg, iv",0.083 to 8 hrs,none,blood,none,LC-MS/MS,fasted cannulated rat,po or iv,plasma,none,True
4,"Clearance in Sprague-Dawley rat at 5 mg/kg, iv",5 mg/kg,none,none,none,none,none,Sprague-Dawley rat,iv,liver microsomes,none,True
