index,original sentence,Compound Concentration,Incubation Time,Presence of NADPH/NADP,Enzyme Source,Temperature Range,Analytical Technique,Species,Route of Administration,Type of Microsomes,Protein Amount or Microsomal Protein Concentration,Liver_microsomes_clearance experiment
0,Microsomal stability in human liver microsomes assessed as intrinsic clearance,none,none,none,liver,none,none,human,none,liver microsomes,none,True
1,Intrinsic clearance in human liver microsomes at 1 to 2.5 uM in presence of NADPH,1 to 2.5 uM,none,NADPH,liver,none,none,human,none,liver microsomes,none,True
2,Clearance in iv dosed mouse,none,none,none,none,none,none,mouse,iv,none,none,False
3,Clearance in rat,none,none,none,none,none,none,rat,none,none,none,False
4,Clearance in human liver microsomes at 1 uM incubated for 60 mins followed by NADPH generating system addition and measured by LC-MS/MS analysis,1 uM,60 mins,NADPH generating system,liver,none,LC-MS/MS,human,none,liver microsomes,none,True
0,"Clearance in Sprague-Dawley rat at 1 mg/kg, iv by LC-MS/MS analysis",1 mg/kg,none,none,none,none,LC-MS/MS,Sprague-Dawley rat,iv,none,none,False
1,"Clearance in Sprague-Dawley rat at 1 mg/kg, iv",1 mg/kg,none,none,none,none,none,Sprague-Dawley rat,iv,none,none,False
2,Intrinsic clearance in human liver microsome,none,none,none,liver,none,none,human,none,liver microsome,none,True
3,Clearance in human hepatocytes,none,none,none,hepatocytes,none,none,human,none,none,none,False
4,"Clearance in rat at 2 mg/kg, iv",2 mg/kg,none,none,none,none,none,rat,iv,none,none,False
0,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,1 uM,up to 30 mins,NADPH,liver,none,UPLC-MS/MS,mouse,none,liver microsomes,none,True
1,Intrinsic clearance in human liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,1 uM,up to 30 mins,NADPH,liver,none,UPLC-MS/MS,human,none,liver microsomes,none,True
2,Metabolic stability in human microsomes assessed as intrinsic clearance,none,none,none,none,none,none,human,none,microsomes,none,True
3,Clearance in rat hepatocytes,none,none,none,hepatocytes,none,none,rat,none,none,none,False
4,Intrinsic clearance in human hepatocytes,none,none,none,hepatocytes,none,none,human,none,none,none,False
0,Metabolic stability in mouse liver microsomes assessed as clearance,none,none,none,liver,none,none,mouse,none,liver microsomes,none,True
1,Unbound clearance in rat,none,none,none,none,none,none,rat,none,none,none,False
2,Intrinsic clearance in mouse microsomes,none,none,none,none,none,none,mouse,none,microsomes,none,True
3,"Clearance in rat at 0.5 mg/kg, iv",0.5 mg/kg,none,none,none,none,none,rat,iv,none,none,False
4,Intrinsic clearance in mouse microsomes preincubated for 5 mins followed by addition of 1.5 mM of NADPH measured after 5 to 30 mins by LC-MS/MS analysis,none,5 to 30 mins,1.5 mM NADPH,none,none,LC-MS/MS,mouse,none,microsomes,none,True
